CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Months_Inactive_12_mon
718451133;Existing Customer;48;M;2;Graduate;Single;$60K - $80K;Blue;40;5
721115733;Existing Customer;47;M;3;Unknown;Married;$60K - $80K;Blue;36;3
720085233;Attrited Customer;51;F;2;Doctorate;Divorced;Unknown;Blue;40;3
717036408;Existing Customer;36;F;1;Uneducated;Single;Unknown;Blue;36;3
714427608;Existing Customer;45;F;5;Post-Graduate;Married;Unknown;Blue;29;3
780019908;Existing Customer;53;F;1;Graduate;Single;Less than $40K;Blue;43;3
827898033;Attrited Customer;54;F;1;Uneducated;Married;Unknown;Blue;50;0
720302883;Existing Customer;53;F;3;Graduate;Married;Less than $40K;Blue;35;3
715893633;Existing Customer;47;F;4;Doctorate;Single;Less than $40K;Blue;36;3
720730683;Existing Customer;51;F;2;Graduate;Married;Unknown;Blue;36;3
720638283;Existing Customer;40;F;4;College;Single;Less than $40K;Blue;20;3
789053883;Existing Customer;43;M;3;Post-Graduate;Single;$60K - $80K;Blue;31;2
719286708;Existing Customer;50;F;1;Graduate;Single;Less than $40K;Blue;39;5
713952558;Attrited Customer;53;F;3;Doctorate;Single;Unknown;Blue;43;3
793395933;Existing Customer;59;F;1;High School;Single;Less than $40K;Blue;53;3
813895458;Existing Customer;49;F;0;Unknown;Single;Unknown;Blue;43;3
771733608;Attrited Customer;47;F;1;Graduate;Married;$40K - $60K;Blue;35;3
710102208;Existing Customer;56;M;2;Graduate;Single;$60K - $80K;Blue;36;2
719511783;Existing Customer;48;F;1;Unknown;Married;Unknown;Blue;41;2
712849158;Attrited Customer;55;M;0;High School;Divorced;$80K - $120K;Blue;44;3
783070833;Existing Customer;34;F;4;Graduate;Single;$40K - $60K;Blue;28;2
713419908;Existing Customer;58;F;2;High School;Married;Unknown;Blue;50;2
789345408;Existing Customer;39;F;2;College;Married;$40K - $60K;Blue;29;3
720992883;Existing Customer;47;F;4;Graduate;Married;Less than $40K;Blue;37;3
803652633;Existing Customer;47;F;2;Uneducated;Single;Less than $40K;Blue;41;2
789248958;Existing Customer;37;F;2;High School;Married;$40K - $60K;Blue;26;2
716178483;Existing Customer;41;F;4;Uneducated;Unknown;$40K - $60K;Blue;29;3
715440558;Existing Customer;50;F;1;Graduate;Married;Less than $40K;Blue;36;1
711535158;Attrited Customer;46;F;1;College;Unknown;Unknown;Blue;35;3
713647083;Existing Customer;53;F;2;Uneducated;Single;Unknown;Blue;36;2
718311933;Attrited Customer;53;F;4;Doctorate;Married;Less than $40K;Blue;37;2
718404783;Attrited Customer;59;F;0;Unknown;Married;Unknown;Blue;49;2
817332483;Attrited Customer;63;M;0;Doctorate;Single;Unknown;Blue;47;4
710015733;Attrited Customer;41;F;1;Doctorate;Divorced;Less than $40K;Blue;30;3
794965233;Attrited Customer;51;F;1;Graduate;Married;Less than $40K;Silver;45;3
710512833;Existing Customer;38;F;2;Graduate;Married;Less than $40K;Blue;29;1
710803008;Existing Customer;40;F;3;Doctorate;Married;Less than $40K;Blue;30;3
712987608;Existing Customer;51;F;2;Doctorate;Single;Less than $40K;Blue;40;3
716974383;Existing Customer;41;M;5;Graduate;Single;$80K - $120K;Blue;28;2
720930633;Attrited Customer;58;F;0;High School;Single;Less than $40K;Blue;46;4
710136258;Attrited Customer;33;F;2;Graduate;Single;Less than $40K;Blue;24;2
779438208;Existing Customer;38;F;3;Graduate;Single;Less than $40K;Blue;22;3
721017333;Existing Customer;42;F;4;Post-Graduate;Married;Less than $40K;Blue;36;2
720952608;Existing Customer;44;F;2;High School;Single;Less than $40K;Blue;29;1
712886733;Existing Customer;44;F;1;Graduate;Unknown;Less than $40K;Blue;32;3
810545733;Existing Customer;47;F;2;College;Married;Unknown;Blue;42;3
822132858;Attrited Customer;41;M;4;Uneducated;Married;$80K - $120K;Blue;37;2
713526258;Attrited Customer;47;M;3;Uneducated;Single;$120K +;Blue;36;3
712877733;Existing Customer;48;M;5;Graduate;Married;$80K - $120K;Blue;42;3
713339283;Existing Customer;54;M;3;Unknown;Married;$60K - $80K;Blue;39;3
720473433;Existing Customer;59;F;1;Graduate;Unknown;Less than $40K;Blue;36;1
780584658;Attrited Customer;33;F;2;Uneducated;Unknown;$40K - $60K;Blue;22;2
711824358;Existing Customer;44;F;4;College;Single;Less than $40K;Blue;31;3
789990333;Existing Customer;43;F;4;Graduate;Single;$40K - $60K;Blue;35;2
721332033;Existing Customer;42;M;2;Unknown;Single;$80K - $120K;Blue;30;2
709612983;Attrited Customer;41;F;2;Graduate;Married;$40K - $60K;Blue;36;2
771058908;Existing Customer;55;F;3;High School;Single;$40K - $60K;Blue;42;3
715471833;Existing Customer;50;M;0;Post-Graduate;Married;$80K - $120K;Blue;36;1
711781233;Existing Customer;53;F;3;Graduate;Married;Unknown;Blue;45;1
713947908;Existing Customer;33;M;2;High School;Married;$80K - $120K;Blue;23;2
709741608;Existing Customer;51;M;2;Unknown;Single;$80K - $120K;Blue;36;1
709333608;Existing Customer;58;F;2;High School;Single;Unknown;Blue;46;2
709688883;Attrited Customer;45;M;3;High School;Unknown;$80K - $120K;Blue;36;3
716269308;Existing Customer;56;F;3;Graduate;Single;Less than $40K;Blue;36;2
708692583;Attrited Customer;44;F;2;High School;Single;Less than $40K;Blue;31;3
709892658;Existing Customer;48;F;5;Graduate;Single;Less than $40K;Blue;38;3
713815383;Attrited Customer;53;M;1;High School;Single;$80K - $120K;Blue;36;2
710183283;Existing Customer;55;F;1;High School;Married;Less than $40K;Blue;36;1
711937158;Existing Customer;49;M;3;College;Married;$60K - $80K;Blue;39;3
771486933;Existing Customer;64;M;1;Graduate;Single;Less than $40K;Blue;52;3
717450633;Attrited Customer;47;M;3;Uneducated;Single;$60K - $80K;Blue;36;2
718421808;Existing Customer;56;F;2;Uneducated;Married;Unknown;Blue;43;3
716403633;Existing Customer;60;F;0;College;Divorced;Less than $40K;Blue;50;3
717646983;Attrited Customer;59;F;1;Graduate;Single;Less than $40K;Blue;49;3
778837083;Attrited Customer;50;M;2;Graduate;Married;$80K - $120K;Blue;31;3
768632958;Attrited Customer;59;F;1;Graduate;Single;Unknown;Blue;49;4
715622508;Attrited Customer;52;M;2;Unknown;Married;$80K - $120K;Blue;41;4
708402333;Existing Customer;48;F;2;Doctorate;Divorced;Unknown;Blue;37;2
708946008;Attrited Customer;46;F;3;College;Married;Less than $40K;Blue;36;2
715625658;Existing Customer;49;F;3;High School;Married;Less than $40K;Blue;36;1
789599283;Existing Customer;44;F;3;College;Divorced;Unknown;Blue;38;3
708960858;Existing Customer;40;M;4;High School;Married;$80K - $120K;Blue;21;2
814840833;Attrited Customer;44;M;4;Doctorate;Married;$120K +;Blue;39;3
772082208;Existing Customer;39;M;1;Graduate;Single;$120K +;Blue;28;2
711597183;Existing Customer;43;M;2;Uneducated;Divorced;$80K - $120K;Blue;34;3
712110333;Attrited Customer;37;F;3;High School;Single;Unknown;Blue;18;1
718673358;Attrited Customer;35;M;3;Doctorate;Married;$80K - $120K;Blue;30;3
712479633;Attrited Customer;31;F;1;Unknown;Single;Less than $40K;Blue;20;1
716108283;Existing Customer;53;F;4;Graduate;Married;Less than $40K;Blue;46;3
779360808;Existing Customer;49;F;3;Graduate;Married;Less than $40K;Blue;35;3
716352033;Existing Customer;49;F;2;Graduate;Married;Less than $40K;Blue;39;3
716643033;Attrited Customer;41;F;2;Graduate;Married;Less than $40K;Blue;31;3
711567333;Existing Customer;43;M;1;High School;Single;$60K - $80K;Blue;31;3
788756133;Existing Customer;44;F;3;Unknown;Divorced;Less than $40K;Blue;24;1
755437533;Existing Customer;48;F;4;Graduate;Single;Less than $40K;Blue;41;3
713573508;Attrited Customer;41;M;4;Graduate;Unknown;$40K - $60K;Silver;32;2
709430508;Attrited Customer;40;M;4;High School;Unknown;$40K - $60K;Blue;32;2
710645583;Existing Customer;44;F;2;Uneducated;Single;Unknown;Blue;37;1
714253983;Existing Customer;44;M;3;Unknown;Married;$40K - $60K;Blue;36;2
771566208;Existing Customer;48;M;3;College;Married;Less than $40K;Blue;36;1
713314533;Attrited Customer;40;M;2;Unknown;Single;$60K - $80K;Blue;27;2
720725883;Existing Customer;34;F;2;College;Single;Less than $40K;Blue;20;2
708539583;Existing Customer;44;F;3;Unknown;Married;Unknown;Blue;25;1
716747283;Existing Customer;44;F;2;Uneducated;Single;Less than $40K;Blue;36;2
787519683;Existing Customer;41;F;2;Graduate;Single;Less than $40K;Blue;30;2
721044333;Existing Customer;34;F;2;College;Single;Less than $40K;Blue;22;2
713679633;Attrited Customer;41;F;3;Graduate;Married;Less than $40K;Blue;33;3
711126483;Existing Customer;37;F;1;Graduate;Single;Less than $40K;Blue;28;3
814191333;Attrited Customer;55;M;2;Unknown;Divorced;$120K +;Blue;50;4
715040208;Existing Customer;49;F;2;Graduate;Single;Unknown;Blue;38;3
710769258;Existing Customer;40;F;2;Graduate;Single;Unknown;Blue;27;2
715227633;Existing Customer;36;F;3;College;Single;Less than $40K;Blue;36;2
708635058;Existing Customer;53;F;0;High School;Single;Less than $40K;Blue;44;1
709051533;Existing Customer;46;F;1;Graduate;Married;$40K - $60K;Blue;26;3
718940208;Existing Customer;55;F;0;Graduate;Single;Unknown;Blue;44;1
712361583;Existing Customer;47;M;5;Graduate;Married;$80K - $120K;Silver;36;3
708390633;Existing Customer;52;F;3;Graduate;Married;Less than $40K;Blue;44;5
720281508;Existing Customer;44;F;2;Doctorate;Divorced;Less than $40K;Blue;34;1
720885558;Existing Customer;51;F;2;High School;Single;$40K - $60K;Blue;37;1
709781208;Existing Customer;34;F;0;Unknown;Married;Less than $40K;Blue;26;3
710086308;Existing Customer;46;F;4;High School;Unknown;$40K - $60K;Blue;38;2
713282733;Existing Customer;37;F;2;Graduate;Single;$40K - $60K;Blue;24;3
815812683;Existing Customer;47;M;3;Unknown;Single;$120K +;Blue;42;3
708204033;Existing Customer;36;F;5;Unknown;Single;Less than $40K;Blue;24;1
720040158;Existing Customer;47;M;3;Uneducated;Single;$60K - $80K;Blue;36;3
755996583;Attrited Customer;57;F;2;Uneducated;Single;Less than $40K;Blue;50;0
711359058;Existing Customer;46;F;4;High School;Single;Less than $40K;Blue;33;2
714064908;Existing Customer;57;F;1;Graduate;Single;Less than $40K;Blue;36;2
717074283;Attrited Customer;45;F;3;Graduate;Divorced;Unknown;Blue;37;2
765847383;Existing Customer;50;M;1;Graduate;Married;$120K +;Blue;43;5
789531633;Existing Customer;53;F;4;Graduate;Single;Less than $40K;Blue;46;1
820593033;Existing Customer;43;F;2;Graduate;Single;$40K - $60K;Silver;39;1
710078358;Existing Customer;36;M;4;Post-Graduate;Married;Less than $40K;Blue;26;1
715025208;Existing Customer;56;F;2;College;Married;Less than $40K;Blue;46;3
709596783;Existing Customer;46;M;3;College;Married;$40K - $60K;Blue;34;1
715960308;Attrited Customer;53;F;1;Graduate;Divorced;Less than $40K;Blue;44;3
716653758;Existing Customer;55;M;0;Unknown;Single;$60K - $80K;Blue;36;3
787268733;Existing Customer;52;F;1;Graduate;Married;$40K - $60K;Blue;46;1
789923058;Attrited Customer;53;F;1;High School;Married;$40K - $60K;Blue;44;3
771079833;Existing Customer;40;F;3;High School;Single;Less than $40K;Blue;27;3
710507733;Existing Customer;42;M;4;Graduate;Single;$60K - $80K;Blue;35;3
779269158;Attrited Customer;43;F;2;Graduate;Married;Unknown;Blue;25;2
711627558;Existing Customer;40;F;3;Uneducated;Single;Less than $40K;Blue;30;1
710536983;Existing Customer;49;F;0;Post-Graduate;Married;Less than $40K;Blue;36;3
712237458;Existing Customer;47;M;3;Unknown;Married;$120K +;Blue;28;2
778289883;Attrited Customer;42;F;2;Graduate;Unknown;Less than $40K;Blue;32;3
714154533;Existing Customer;45;F;3;High School;Single;Unknown;Blue;36;1
803657133;Existing Customer;60;M;1;Graduate;Single;$40K - $60K;Blue;54;3
769053033;Attrited Customer;44;F;1;Graduate;Single;$40K - $60K;Blue;38;2
713613258;Existing Customer;46;M;4;High School;Single;$80K - $120K;Blue;36;1
768544833;Existing Customer;45;F;4;Uneducated;Single;Less than $40K;Blue;39;2
720782658;Existing Customer;42;M;4;Graduate;Married;$60K - $80K;Blue;36;2
768162108;Attrited Customer;49;M;3;College;Married;$120K +;Blue;43;3
710511858;Existing Customer;58;F;0;Unknown;Married;Less than $40K;Blue;36;3
714516033;Existing Customer;53;M;3;High School;Married;$120K +;Blue;44;2
788630958;Existing Customer;44;M;2;Uneducated;Single;$40K - $60K;Blue;28;1
717646008;Existing Customer;61;F;1;College;Married;Unknown;Blue;46;2
712290258;Existing Customer;49;F;1;Unknown;Married;Less than $40K;Blue;40;1
716292033;Existing Customer;37;F;4;High School;Single;Less than $40K;Blue;36;2
780372408;Existing Customer;43;F;5;High School;Single;Less than $40K;Blue;33;2
720853158;Existing Customer;38;F;3;High School;Single;Unknown;Blue;24;3
823507833;Existing Customer;44;M;4;High School;Single;$60K - $80K;Blue;40;3
711111633;Existing Customer;60;M;1;High School;Single;$40K - $60K;Silver;49;2
709904508;Existing Customer;59;F;0;Post-Graduate;Single;$40K - $60K;Blue;40;3
712022883;Existing Customer;37;F;2;High School;Single;$40K - $60K;Blue;27;1
712173108;Existing Customer;48;F;1;Unknown;Unknown;$40K - $60K;Blue;36;1
714156633;Existing Customer;60;F;0;Unknown;Single;Unknown;Blue;36;3
714581358;Attrited Customer;48;F;3;Graduate;Single;Less than $40K;Blue;43;3
713256033;Existing Customer;39;F;3;Uneducated;Single;Unknown;Blue;25;3
825831933;Existing Customer;52;F;3;High School;Married;Less than $40K;Blue;48;2
720274158;Existing Customer;42;F;4;High School;Married;Less than $40K;Blue;35;2
772394883;Attrited Customer;60;F;1;Uneducated;Single;Unknown;Blue;50;6
794253108;Existing Customer;52;M;4;Graduate;Single;$40K - $60K;Blue;46;3
720899883;Existing Customer;44;F;1;High School;Married;$40K - $60K;Blue;35;2
714313608;Existing Customer;36;F;4;Uneducated;Married;Less than $40K;Blue;36;3
716602683;Existing Customer;49;F;3;Graduate;Married;$40K - $60K;Blue;36;3
715928808;Existing Customer;42;F;2;High School;Married;Less than $40K;Blue;31;5
771899433;Attrited Customer;48;M;3;Graduate;Married;$80K - $120K;Blue;37;2
714771708;Existing Customer;36;F;0;College;Unknown;Unknown;Blue;26;3
709711758;Attrited Customer;45;F;3;Uneducated;Divorced;Less than $40K;Blue;32;2
721137558;Attrited Customer;40;M;4;Graduate;Divorced;$40K - $60K;Blue;28;2
820268358;Existing Customer;48;F;4;Post-Graduate;Unknown;Less than $40K;Blue;43;1
709273383;Existing Customer;54;F;0;Unknown;Married;Unknown;Blue;36;1
822959133;Existing Customer;32;F;3;Post-Graduate;Married;$40K - $60K;Blue;26;3
720491958;Existing Customer;34;F;3;Uneducated;Single;Less than $40K;Blue;36;3
713607108;Existing Customer;46;F;2;College;Divorced;Less than $40K;Blue;31;1
709729533;Attrited Customer;47;M;3;Uneducated;Single;$40K - $60K;Blue;39;3
717890583;Existing Customer;48;F;1;Graduate;Divorced;$40K - $60K;Blue;38;1
718384233;Existing Customer;52;M;5;Doctorate;Single;$40K - $60K;Silver;39;2
713401758;Existing Customer;45;M;2;Uneducated;Married;$120K +;Blue;36;2
773257233;Existing Customer;46;F;4;Unknown;Single;Less than $40K;Blue;39;2
713556033;Existing Customer;36;F;1;Graduate;Married;Less than $40K;Blue;22;2
719265108;Existing Customer;42;F;3;High School;Married;Less than $40K;Blue;33;3
778740708;Existing Customer;39;F;3;Graduate;Married;Less than $40K;Blue;27;3
710952933;Existing Customer;43;F;1;Uneducated;Divorced;Less than $40K;Blue;36;2
720991833;Attrited Customer;48;F;2;Doctorate;Married;Less than $40K;Blue;36;3
779954658;Existing Customer;56;M;4;High School;Single;$80K - $120K;Blue;40;3
714204108;Existing Customer;45;F;5;Graduate;Single;Less than $40K;Blue;38;3
805546308;Existing Customer;65;F;0;High School;Single;Less than $40K;Blue;56;3
716244933;Existing Customer;54;F;3;High School;Divorced;Unknown;Blue;36;5
712018233;Existing Customer;42;F;3;Graduate;Single;Unknown;Blue;34;3
802878408;Existing Customer;53;F;1;Graduate;Married;$40K - $60K;Blue;47;2
719504433;Existing Customer;63;M;0;Unknown;Single;$40K - $60K;Silver;54;3
794558658;Existing Customer;49;F;4;Graduate;Married;Less than $40K;Blue;34;1
711634008;Existing Customer;42;F;3;Uneducated;Married;Less than $40K;Blue;36;2
708260208;Existing Customer;43;F;5;Uneducated;Single;Less than $40K;Blue;36;3
713435058;Existing Customer;49;F;5;High School;Divorced;Less than $40K;Blue;42;2
719656533;Existing Customer;44;M;3;High School;Married;$60K - $80K;Blue;36;2
719709558;Existing Customer;48;M;3;Graduate;Married;$40K - $60K;Blue;33;1
710311233;Existing Customer;44;F;4;High School;Single;Unknown;Blue;37;3
719216508;Existing Customer;55;F;1;Unknown;Unknown;Less than $40K;Blue;36;2
713105508;Existing Customer;46;M;3;High School;Single;$60K - $80K;Silver;29;3
710719683;Existing Customer;49;F;1;High School;Divorced;$40K - $60K;Blue;43;3
817892208;Existing Customer;35;F;2;Doctorate;Single;Less than $40K;Blue;30;1
714102183;Attrited Customer;50;M;3;Uneducated;Single;$120K +;Blue;36;2
715410783;Attrited Customer;55;F;1;Unknown;Single;Less than $40K;Blue;36;2
718202658;Existing Customer;47;M;3;Graduate;Unknown;$120K +;Blue;36;2
719445633;Existing Customer;60;F;0;Uneducated;Married;Less than $40K;Blue;36;2
709820658;Existing Customer;45;M;4;High School;Married;$80K - $120K;Blue;36;2
718481283;Existing Customer;51;F;1;High School;Married;Less than $40K;Blue;43;1
789300408;Existing Customer;41;M;4;High School;Married;Less than $40K;Blue;30;2
711970533;Existing Customer;54;F;4;Unknown;Married;Less than $40K;Blue;41;2
815088483;Existing Customer;28;F;1;Graduate;Divorced;Less than $40K;Blue;23;1
717139608;Existing Customer;50;F;2;College;Divorced;Less than $40K;Blue;36;2
717626508;Existing Customer;44;F;3;Graduate;Married;Less than $40K;Blue;36;3
767668908;Attrited Customer;46;F;3;Graduate;Married;Unknown;Blue;40;4
712484733;Existing Customer;47;M;5;Unknown;Single;$60K - $80K;Blue;32;2
716216958;Existing Customer;48;M;1;Uneducated;Married;$60K - $80K;Blue;42;1
714246333;Attrited Customer;58;F;4;High School;Married;Unknown;Blue;48;4
718693683;Existing Customer;65;F;0;High School;Single;$40K - $60K;Blue;53;1
716298633;Existing Customer;56;F;1;Graduate;Single;Less than $40K;Blue;47;2
755661933;Attrited Customer;48;F;3;Graduate;Single;$40K - $60K;Blue;41;3
712914783;Existing Customer;43;M;5;Graduate;Single;$40K - $60K;Blue;31;1
711240108;Existing Customer;41;M;2;Graduate;Married;$60K - $80K;Blue;31;2
721396758;Existing Customer;35;F;4;Doctorate;Married;Less than $40K;Blue;36;1
715636533;Existing Customer;48;F;3;High School;Married;Less than $40K;Blue;36;1
711508608;Existing Customer;50;F;1;Unknown;Married;Less than $40K;Blue;36;5
716669658;Attrited Customer;51;F;1;High School;Single;Less than $40K;Blue;33;3
718212633;Existing Customer;45;F;4;High School;Married;$40K - $60K;Blue;36;2
708357183;Existing Customer;47;F;3;Unknown;Single;Less than $40K;Blue;38;2
713629533;Existing Customer;35;F;1;Uneducated;Married;Less than $40K;Blue;36;2
771450708;Existing Customer;58;F;3;Graduate;Married;$40K - $60K;Blue;46;3
711311883;Existing Customer;48;F;2;Graduate;Married;Less than $40K;Silver;35;2
802673508;Attrited Customer;57;M;2;Graduate;Single;$120K +;Blue;51;5
708113208;Existing Customer;53;F;1;High School;Married;Less than $40K;Blue;36;2
788786208;Existing Customer;46;F;2;College;Married;Unknown;Blue;27;3
720043533;Existing Customer;39;M;4;Graduate;Single;$60K - $80K;Blue;26;2
801083133;Existing Customer;57;F;4;Uneducated;Single;Less than $40K;Blue;51;3
716246733;Existing Customer;57;F;2;College;Single;Less than $40K;Blue;49;2
807157833;Existing Customer;56;F;4;Uneducated;Single;Unknown;Blue;51;1
721032633;Attrited Customer;55;F;3;Unknown;Single;$40K - $60K;Blue;32;3
828285858;Existing Customer;41;F;3;College;Married;Less than $40K;Blue;37;1
718890933;Attrited Customer;45;F;4;Doctorate;Married;Less than $40K;Blue;27;2
711148308;Existing Customer;52;M;3;Graduate;Single;$60K - $80K;Blue;46;2
712810233;Existing Customer;40;F;2;Graduate;Married;Less than $40K;Blue;36;2
714098883;Existing Customer;45;F;1;Graduate;Single;$40K - $60K;Blue;36;2
779327733;Existing Customer;43;M;1;Graduate;Divorced;$60K - $80K;Blue;25;3
716364408;Existing Customer;59;F;0;Unknown;Married;Less than $40K;Blue;36;1
710461083;Existing Customer;56;F;2;Graduate;Single;Less than $40K;Blue;46;1
709306983;Existing Customer;44;F;2;Post-Graduate;Married;Less than $40K;Silver;36;3
769035933;Existing Customer;54;F;2;Unknown;Single;Less than $40K;Blue;48;3
813182658;Existing Customer;49;F;4;High School;Married;Less than $40K;Blue;44;2
781110408;Existing Customer;39;F;0;High School;Single;Less than $40K;Blue;23;3
818007783;Existing Customer;49;F;3;College;Married;$40K - $60K;Blue;44;2
708862233;Existing Customer;44;F;4;Graduate;Married;$40K - $60K;Blue;30;3
714006333;Attrited Customer;42;F;4;Graduate;Married;Less than $40K;Blue;36;2
770596458;Attrited Customer;45;F;2;Doctorate;Married;Less than $40K;Blue;31;3
789392883;Existing Customer;38;F;3;Post-Graduate;Unknown;Less than $40K;Blue;29;1
803805483;Existing Customer;46;F;3;College;Married;Unknown;Blue;40;3
709534083;Attrited Customer;58;F;0;Uneducated;Divorced;Less than $40K;Blue;36;2
710579583;Existing Customer;57;F;1;Graduate;Married;Less than $40K;Blue;50;2
708949908;Attrited Customer;50;M;1;Graduate;Divorced;$120K +;Blue;42;3
711907083;Existing Customer;53;M;1;High School;Unknown;$80K - $120K;Blue;36;3
718696458;Existing Customer;52;F;1;Graduate;Married;Less than $40K;Blue;42;2
710611683;Existing Customer;43;F;2;Post-Graduate;Married;Less than $40K;Blue;31;1
721511883;Existing Customer;40;F;3;Graduate;Single;Less than $40K;Blue;28;2
779116158;Existing Customer;49;F;1;Unknown;Married;Less than $40K;Blue;31;2
720193533;Existing Customer;41;M;3;Unknown;Married;$60K - $80K;Blue;32;1
753094533;Existing Customer;51;M;3;Uneducated;Married;$80K - $120K;Blue;44;3
719545983;Existing Customer;31;F;2;Post-Graduate;Unknown;Unknown;Blue;13;3
716494383;Existing Customer;49;F;3;Graduate;Unknown;$40K - $60K;Blue;41;2
769892058;Existing Customer;40;M;3;Uneducated;Single;$80K - $120K;Blue;34;2
709098108;Existing Customer;45;F;4;Graduate;Married;Unknown;Blue;35;2
715705683;Existing Customer;56;F;1;Graduate;Single;Less than $40K;Blue;36;3
715724808;Existing Customer;49;M;3;High School;Married;$80K - $120K;Blue;41;2
717123858;Existing Customer;36;F;1;Graduate;Married;$40K - $60K;Blue;36;1
716236683;Existing Customer;46;F;1;High School;Married;Less than $40K;Blue;37;2
771224358;Existing Customer;54;F;4;Unknown;Married;Less than $40K;Blue;41;1
779310033;Attrited Customer;42;F;4;Doctorate;Married;Less than $40K;Blue;24;2
710595783;Existing Customer;46;F;3;Graduate;Unknown;Unknown;Blue;39;1
711409833;Existing Customer;45;F;5;Uneducated;Married;Less than $40K;Blue;33;1
721174008;Existing Customer;37;M;2;Uneducated;Married;$120K +;Blue;23;3
714192933;Attrited Customer;55;F;3;Graduate;Single;Less than $40K;Blue;36;3
709632483;Existing Customer;49;F;2;High School;Single;Less than $40K;Blue;40;2
718431258;Existing Customer;41;M;4;High School;Single;$60K - $80K;Blue;28;3
817029108;Existing Customer;47;F;4;Post-Graduate;Single;$40K - $60K;Blue;27;6
796931508;Attrited Customer;42;M;4;High School;Unknown;$60K - $80K;Blue;36;3
769577358;Existing Customer;31;F;0;Graduate;Single;Less than $40K;Blue;17;2
815589558;Existing Customer;50;M;2;Post-Graduate;Married;$80K - $120K;Blue;45;3
714287583;Attrited Customer;41;F;3;Unknown;Married;Less than $40K;Blue;32;2
718975083;Attrited Customer;47;F;4;Graduate;Single;Less than $40K;Blue;40;4
715315008;Existing Customer;40;M;4;Post-Graduate;Single;$40K - $60K;Blue;30;3
779252283;Existing Customer;47;F;4;High School;Married;Less than $40K;Blue;29;3
714031083;Attrited Customer;46;F;3;Graduate;Unknown;Unknown;Blue;30;2
772442883;Attrited Customer;51;F;4;Graduate;Married;Unknown;Blue;41;3
714533058;Existing Customer;53;F;3;College;Married;Less than $40K;Blue;43;2
716570958;Attrited Customer;50;M;3;Post-Graduate;Divorced;$60K - $80K;Blue;36;2
710116833;Attrited Customer;59;F;1;High School;Single;$40K - $60K;Blue;36;3
718586133;Existing Customer;43;F;3;Graduate;Married;Less than $40K;Blue;31;1
773322558;Existing Customer;59;F;2;High School;Married;Less than $40K;Blue;48;1
714554808;Existing Customer;51;F;1;Graduate;Married;Less than $40K;Blue;40;3
717903108;Existing Customer;57;F;1;College;Single;Unknown;Blue;46;1
815908908;Attrited Customer;47;F;4;Uneducated;Single;Unknown;Blue;42;4
771464808;Existing Customer;35;F;2;Graduate;Single;Less than $40K;Blue;23;3
708234558;Existing Customer;55;F;2;College;Divorced;Less than $40K;Blue;43;2
715737258;Existing Customer;41;F;1;College;Married;Less than $40K;Blue;32;3
710188308;Existing Customer;51;F;3;Graduate;Single;Less than $40K;Blue;41;2
708670608;Existing Customer;48;F;5;Uneducated;Married;Unknown;Blue;36;2
714839808;Existing Customer;51;F;3;Graduate;Married;Less than $40K;Blue;35;1
811140933;Existing Customer;43;F;2;High School;Married;Less than $40K;Blue;29;1
788937933;Existing Customer;39;F;3;Graduate;Divorced;Less than $40K;Blue;25;1
721527858;Attrited Customer;52;F;3;High School;Married;Less than $40K;Blue;40;5
718265658;Existing Customer;47;F;4;Uneducated;Single;Less than $40K;Blue;36;1
714312708;Existing Customer;44;M;0;High School;Single;$60K - $80K;Blue;36;3
715821183;Existing Customer;42;F;4;College;Married;Unknown;Blue;23;3
709487058;Existing Customer;51;F;2;Unknown;Married;Less than $40K;Silver;36;2
712675158;Existing Customer;56;M;1;Graduate;Single;$60K - $80K;Blue;36;3
826473858;Existing Customer;44;M;1;College;Single;$40K - $60K;Blue;40;1
817382958;Existing Customer;47;F;3;High School;Single;Less than $40K;Blue;31;1
712927383;Attrited Customer;51;F;2;Uneducated;Single;Less than $40K;Blue;36;3
712894308;Existing Customer;47;M;4;High School;Married;$80K - $120K;Blue;37;3
712349808;Existing Customer;44;F;4;College;Single;Unknown;Blue;34;1
778780008;Existing Customer;48;M;4;Unknown;Married;$60K - $80K;Blue;36;3
711430908;Attrited Customer;45;F;4;Graduate;Married;Less than $40K;Blue;34;2
779670783;Existing Customer;40;M;3;Unknown;Single;$80K - $120K;Blue;23;2
718757808;Existing Customer;56;F;1;Uneducated;Unknown;$40K - $60K;Blue;46;3
779530908;Attrited Customer;48;F;3;Unknown;Divorced;Less than $40K;Blue;31;2
716389833;Existing Customer;50;F;1;Unknown;Single;Less than $40K;Blue;40;1
718469658;Existing Customer;37;F;2;Uneducated;Married;Unknown;Blue;22;3
809849358;Attrited Customer;55;F;2;Graduate;Divorced;Less than $40K;Blue;50;6
719772258;Existing Customer;38;M;3;Unknown;Single;$80K - $120K;Blue;30;1
809363958;Existing Customer;49;F;3;High School;Married;$40K - $60K;Blue;44;1
709165533;Existing Customer;47;M;3;Doctorate;Unknown;$120K +;Blue;41;2
809846283;Existing Customer;42;F;1;Unknown;Married;Less than $40K;Blue;37;3
708427908;Existing Customer;52;F;4;College;Unknown;Less than $40K;Blue;39;3
721228308;Attrited Customer;47;F;2;High School;Married;Less than $40K;Blue;39;3
713374533;Existing Customer;52;F;1;Unknown;Single;$40K - $60K;Blue;43;2
